model,split_strategy,experiment_id,train_source,query_source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
bge-small,modn,title_qtitle_module_all_modn,title,title,module,all,0.48678844246031744,0.5180992063492063,0.31,0.26975,0.23,0.5857202380952381,0.188,0.7771785714285714,0.11400000000000002,0.910767857142857
bge-small,modn,title_qdesc_module_all_modn,title,desc,module,all,0.44995238095238094,0.47079166666666666,0.28,0.2475,0.21166666666666664,0.540672619047619,0.16299999999999998,0.6758511904761905,0.1125,0.8886071428571429
bge-small,modn,title_qcomments_module_all_modn,title,comments,module,all,0.40048664021164027,0.42667658730158736,0.225,0.19041666666666668,0.18833333333333332,0.46692261904761906,0.158,0.6456011904761906,0.1125,0.8833571428571428
bge-small,modn,desc_qtitle_file_all_modn,desc,title,file,all,0.2309167919684939,0.3646666666666667,0.28,0.11081398197558552,0.22,0.24146114777644023,0.183,0.2978276864080124,0.129,0.37468664025287185
bge-small,modn,desc_qdesc_file_all_modn,desc,desc,file,all,0.2816412363908929,0.4316904761904762,0.345,0.1465445505584512,0.25,0.3057217178167286,0.19799999999999998,0.3553536418913247,0.14550000000000002,0.45758894847444664
bge-small,modn,desc_qcomments_file_all_modn,desc,comments,file,all,0.20428193373718526,0.32567658730158733,0.255,0.10836087179848569,0.185,0.21431222259381422,0.147,0.25885492216742106,0.10950000000000001,0.3361338569972963
bge-small,modn,desc_qtitle_module_all_modn,desc,title,module,all,0.47859511054421766,0.504563492063492,0.295,0.259125,0.2383333333333333,0.6026369047619048,0.18600000000000003,0.7592202380952381,0.11650000000000002,0.9230595238095239
bge-small,modn,desc_qdesc_module_all_modn,desc,desc,module,all,0.5044309807256235,0.5285535714285714,0.35,0.30666666666666664,0.22833333333333333,0.5834226190476189,0.177,0.7187678571428572,0.1155,0.9068988095238094
bge-small,modn,desc_qcomments_module_all_modn,desc,comments,module,all,0.46673408919123205,0.49375793650793653,0.305,0.2604166666666667,0.22,0.5563392857142857,0.177,0.7026845238095237,0.117,0.9089821428571428
bge-small,modn,diff_qtitle_file_all_modn,diff,title,file,all,0.20982103963320678,0.3459186507936508,0.27,0.11130278342837002,0.18666666666666665,0.20162501329894414,0.15100000000000002,0.26194665598825884,0.115,0.36211681516710753
bge-small,modn,diff_qdesc_file_all_modn,diff,desc,file,all,0.247203600773917,0.3867738095238095,0.305,0.14197588576903702,0.21833333333333335,0.24195155571403745,0.17800000000000005,0.30629504343400576,0.131,0.41546086929377546
bge-small,modn,diff_qcomments_file_all_modn,diff,comments,file,all,0.22195449176417953,0.33429166666666665,0.26,0.13081390522339412,0.17666666666666664,0.2118421305191343,0.14700000000000002,0.2792259561691464,0.11449999999999999,0.3741389111393819
bge-small,modn,diff_qtitle_module_all_modn,diff,title,module,all,0.46611750992063494,0.48529761904761903,0.295,0.256625,0.22666666666666666,0.5567619047619047,0.17700000000000002,0.7073452380952381,0.11600000000000002,0.9035238095238095
bge-small,modn,diff_qdesc_module_all_modn,diff,desc,module,all,0.4321714616402116,0.44454166666666667,0.235,0.21666666666666667,0.21,0.5302559523809524,0.16899999999999998,0.6850952380952381,0.11350000000000002,0.8933571428571428
bge-small,modn,diff_qcomments_module_all_modn,diff,comments,module,all,0.42833931878306886,0.4446408730158731,0.24,0.21666666666666665,0.20166666666666663,0.511922619047619,0.16899999999999998,0.6896785714285716,0.113,0.8793571428571428
