project,task_unit,model,split_strategy,experiment_id,train_source,query_source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
celery,cross,bge-small,modn,title_qtitle_file_w1000_modn,title,title,file,w1000,0.2684985670194003,0.3188829365079365,0.235,0.158204365079365,0.1616666666666666,0.2851686507936508,0.115,0.3196130952380953,0.0844999999999999,0.4313948412698413
celery,cross,bge-small,modn,title_qdesc_file_w1000_modn,title,desc,file,w1000,0.2670784281305114,0.3185436507936508,0.25,0.1724305555555555,0.1566666666666666,0.2695436507936508,0.1159999999999999,0.3141964285714286,0.0795,0.3930198412698412
celery,cross,bge-small,modn,title_qcomments_file_w1000_modn,title,comments,file,w1000,0.2431578042328042,0.2940138888888889,0.225,0.1477083333333333,0.1483333333333333,0.2527380952380952,0.108,0.2912103174603174,0.074,0.3719781746031746
celery,cross,bge-small,modn,title_qtitle_module_w1000_modn,title,title,module,w1000,0.6644125,0.6884563492063492,0.5,0.3618333333333334,0.3766666666666667,0.80025,0.266,0.9225833333333332,0.1435,0.9825
celery,cross,bge-small,modn,title_qdesc_module_w1000_modn,title,desc,module,w1000,0.6402845238095238,0.6631230158730159,0.455,0.3111666666666666,0.375,0.7873333333333333,0.267,0.9325833333333332,0.1435,0.9825
celery,cross,bge-small,modn,title_qcomments_module_w1000_modn,title,comments,module,w1000,0.6350583333333334,0.6572420634920636,0.445,0.302,0.375,0.7866666666666667,0.268,0.9384166666666668,0.1435,0.9825
celery,cross,bge-small,modn,desc_qtitle_file_w1000_modn,desc,title,file,w1000,0.2644180555555555,0.3121269841269841,0.225,0.1567460317460317,0.1616666666666666,0.2900575396825396,0.12,0.3414464285714285,0.08,0.4170198412698413
celery,cross,bge-small,modn,desc_qdesc_file_w1000_modn,desc,desc,file,w1000,0.2779016203703703,0.332704365079365,0.265,0.1811805555555555,0.1533333333333333,0.2603075396825396,0.119,0.3181130952380952,0.0835,0.4266507936507936
celery,cross,bge-small,modn,desc_qcomments_file_w1000_modn,desc,comments,file,w1000,0.2557403549382716,0.3112142857142857,0.245,0.1647916666666666,0.1433333333333333,0.2371964285714285,0.108,0.2894880952380952,0.0765,0.4095396825396825
celery,cross,bge-small,modn,desc_qtitle_module_w1000_modn,desc,title,module,w1000,0.709035119047619,0.7352896825396826,0.57,0.4253333333333333,0.3866666666666667,0.8285833333333333,0.261,0.9128333333333332,0.1435,0.9825
celery,cross,bge-small,modn,desc_qdesc_module_w1000_modn,desc,desc,module,w1000,0.6955013888888888,0.7222420634920634,0.55,0.4011666666666666,0.38,0.8119166666666667,0.26,0.9095,0.1435,0.9825
celery,cross,bge-small,modn,desc_qcomments_module_w1000_modn,desc,comments,module,w1000,0.6762444444444443,0.6994920634920635,0.525,0.3786666666666666,0.3716666666666666,0.7831666666666667,0.262,0.9145,0.1435,0.9825
celery,cross,bge-small,modn,diff_qtitle_file_w1000_modn,diff,title,file,w1000,0.2556638447971781,0.305843253968254,0.23,0.1557738095238095,0.16,0.2782043650793651,0.121,0.3237380952380952,0.075,0.385063492063492
celery,cross,bge-small,modn,diff_qdesc_file_w1000_modn,diff,desc,file,w1000,0.2730202601410935,0.3363353174603174,0.25,0.1634821428571428,0.1683333333333333,0.296954365079365,0.125,0.3445714285714285,0.0815,0.4264920634920635
celery,cross,bge-small,modn,diff_qcomments_file_w1000_modn,diff,comments,file,w1000,0.2397346781305114,0.3040416666666666,0.225,0.139204365079365,0.1533333333333333,0.2552738095238095,0.1169999999999999,0.3039801587301587,0.074,0.3716924603174603
celery,cross,bge-small,modn,diff_qtitle_module_w1000_modn,diff,title,module,w1000,0.697838492063492,0.7236369047619047,0.545,0.4061666666666666,0.3866666666666665,0.8254166666666666,0.264,0.9240833333333334,0.1435,0.9825
celery,cross,bge-small,modn,diff_qdesc_module_w1000_modn,diff,desc,module,w1000,0.7055418650793652,0.7351448412698411,0.57,0.4324166666666666,0.3916666666666666,0.8365,0.267,0.9278333333333332,0.1435,0.9825
celery,cross,bge-small,modn,diff_qcomments_module_w1000_modn,diff,comments,module,w1000,0.6752363095238095,0.701888888888889,0.525,0.3974166666666667,0.38,0.8016666666666665,0.266,0.9203333333333332,0.1435,0.9825
celery,cross,bge-small,modn,title_qtitle_file_all_modn,title,title,file,all,0.3176792328042327,0.4028214285714286,0.32,0.2108948412698413,0.1933333333333333,0.3318591269841269,0.139,0.3849345238095237,0.0889999999999999,0.4824206349206349
celery,cross,bge-small,modn,title_qdesc_file_all_modn,title,desc,file,all,0.3153992465041572,0.3992123015873015,0.325,0.2205972222222222,0.1733333333333333,0.3270853174603174,0.1289999999999999,0.3845773809523809,0.085,0.4624503968253968
celery,cross,bge-small,modn,title_qcomments_file_all_modn,title,comments,file,all,0.2498751558956916,0.3213789682539682,0.245,0.1756666666666667,0.1383333333333333,0.2744464285714285,0.1,0.3106190476190476,0.0675,0.3943095238095238
celery,cross,bge-small,modn,title_qtitle_module_all_modn,title,title,module,all,0.6392621031746032,0.6733650793650793,0.485,0.366,0.34,0.7384166666666667,0.24,0.8575,0.1395,0.97325
celery,cross,bge-small,modn,title_qdesc_module_all_modn,title,desc,module,all,0.6298881283068783,0.6704404761904762,0.5,0.3872499999999999,0.3183333333333333,0.6965833333333333,0.236,0.84525,0.139,0.9715833333333334
celery,cross,bge-small,modn,title_qcomments_module_all_modn,title,comments,module,all,0.5738336309523809,0.6154861111111112,0.44,0.3480833333333333,0.2883333333333333,0.63825,0.2179999999999999,0.7906666666666666,0.138,0.9682499999999998
celery,cross,bge-small,modn,desc_qtitle_file_all_modn,desc,title,file,all,0.2977831254724112,0.3822023809523809,0.295,0.1913115079365079,0.175,0.3094186507936508,0.133,0.3831785714285714,0.0855,0.4693710317460317
celery,cross,bge-small,modn,desc_qdesc_file_all_modn,desc,desc,file,all,0.3245605725623583,0.4104126984126984,0.31,0.2020853174603174,0.1933333333333333,0.3583353174603174,0.141,0.4150535714285714,0.0939999999999999,0.5110198412698412
celery,cross,bge-small,modn,desc_qcomments_file_all_modn,desc,comments,file,all,0.2895659958427815,0.3819801587301586,0.285,0.1769464285714286,0.1766666666666666,0.3221964285714286,0.127,0.3720178571428572,0.0825,0.471720238095238
celery,cross,bge-small,modn,desc_qtitle_module_all_modn,desc,title,module,all,0.673377380952381,0.7266646825396826,0.6,0.4685,0.31,0.6915833333333333,0.2269999999999999,0.8313333333333333,0.1415,0.98175
celery,cross,bge-small,modn,desc_qdesc_module_all_modn,desc,desc,module,all,0.6149777777777777,0.6612797619047619,0.495,0.3685,0.3066666666666666,0.671,0.225,0.8192499999999999,0.14,0.9771666666666668
celery,cross,bge-small,modn,desc_qcomments_module_all_modn,desc,comments,module,all,0.5632007936507937,0.609109126984127,0.42,0.3051666666666666,0.2933333333333333,0.6374166666666666,0.213,0.7788333333333334,0.139,0.9775833333333332
celery,cross,bge-small,modn,diff_qtitle_file_all_modn,diff,title,file,all,0.3265125,0.4116924603174602,0.325,0.2148630952380952,0.195,0.3568769841269841,0.142,0.4076607142857142,0.0885,0.4743551587301587
celery,cross,bge-small,modn,diff_qdesc_file_all_modn,diff,desc,file,all,0.3618982473544973,0.4428988095238095,0.335,0.2291488095238095,0.2066666666666666,0.3790615079365079,0.158,0.4636845238095237,0.099,0.5512123015873016
celery,cross,bge-small,modn,diff_qcomments_file_all_modn,diff,comments,file,all,0.3101571428571429,0.3787142857142857,0.285,0.2003988095238095,0.1766666666666666,0.3208452380952381,0.1309999999999999,0.390579365079365,0.085,0.4801626984126985
celery,cross,bge-small,modn,diff_qtitle_module_all_modn,diff,title,module,all,0.6028480158730158,0.6295337301587302,0.42,0.31625,0.3316666666666666,0.7145,0.246,0.8654166666666667,0.1425,0.9855
celery,cross,bge-small,modn,diff_qdesc_module_all_modn,diff,desc,module,all,0.6156140873015873,0.6490039682539682,0.45,0.3501666666666667,0.3116666666666666,0.6949166666666667,0.244,0.8591666666666665,0.143,0.99275
celery,cross,bge-small,modn,diff_qcomments_module_all_modn,diff,comments,module,all,0.570520634920635,0.593763888888889,0.39,0.3118333333333333,0.285,0.6365833333333333,0.227,0.8033333333333332,0.1425,0.98525
flink,cross,bge-small,recent,title_qtitle_file_w100_recent,title,title,file,w100,0.0006634615384615,0.0034999999999999,0.0,0.0,0.0016666666666666,0.00125,0.002,0.0014423076923076,0.001,0.0014423076923076
flink,cross,bge-small,recent,title_qdesc_file_w100_recent,title,desc,file,w100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flink,cross,bge-small,recent,title_qcomments_file_w100_recent,title,comments,file,w100,0.0002083333333333,0.0008333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.00125
flink,cross,bge-small,recent,title_qtitle_module_w100_recent,title,title,module,w100,0.3360677933673469,0.4090436507936508,0.27,0.1819642857142857,0.195,0.3639702380952381,0.147,0.4546845238095238,0.1105,0.6389107142857142
flink,cross,bge-small,recent,title_qdesc_module_w100_recent,title,desc,module,w100,0.2975852182539682,0.365984126984127,0.215,0.144547619047619,0.1783333333333333,0.333595238095238,0.147,0.4606904761904761,0.107,0.6374940476190476
flink,cross,bge-small,recent,title_qcomments_module_w100_recent,title,comments,module,w100,0.2972380952380952,0.3555952380952381,0.22,0.156547619047619,0.1633333333333333,0.3072678571428571,0.147,0.4506071428571428,0.1075,0.6274940476190476
flink,cross,bge-small,recent,desc_qtitle_file_w100_recent,desc,title,file,w100,0.0022203822412155,0.0093888888888888,0.005,0.00125,0.0033333333333333,0.0014423076923076,0.002,0.0014423076923076,0.0025,0.0068165360873694
flink,cross,bge-small,recent,desc_qdesc_file_w100_recent,desc,desc,file,w100,0.0053507241215574,0.0075833333333333,0.005,0.005,0.0016666666666666,0.005,0.002,0.00625,0.002,0.0065040360873694
flink,cross,bge-small,recent,desc_qcomments_file_w100_recent,desc,comments,file,w100,0.0053213183421516,0.0069642857142857,0.005,0.005,0.0016666666666666,0.005,0.002,0.00625,0.0015,0.0063117283950617
flink,cross,bge-small,recent,desc_qtitle_module_w100_recent,desc,title,module,w100,0.3537859977324262,0.4349781746031745,0.305,0.211047619047619,0.1916666666666666,0.3589285714285714,0.153,0.4691904761904761,0.1094999999999999,0.6275773809523809
flink,cross,bge-small,recent,desc_qdesc_module_w100_recent,desc,desc,module,w100,0.3253257629440665,0.3923194444444444,0.24,0.1702559523809523,0.185,0.3562619047619047,0.144,0.4411071428571428,0.1125,0.660077380952381
flink,cross,bge-small,recent,desc_qcomments_module_w100_recent,desc,comments,module,w100,0.3116545304232804,0.3779623015873015,0.235,0.1658809523809523,0.175,0.3466845238095238,0.146,0.4453988095238095,0.1094999999999999,0.6506190476190477
flink,cross,bge-small,recent,diff_qtitle_file_w100_recent,diff,title,file,w100,0.0067534171075837,0.0185,0.015,0.0065625,0.0066666666666666,0.0069196428571428,0.005,0.0069813712522045,0.0025,0.0069813712522045
flink,cross,bge-small,recent,diff_qdesc_file_w100_recent,diff,desc,file,w100,0.0069468694885361,0.0130833333333333,0.01,0.00625,0.0033333333333333,0.00625,0.004,0.0088117283950617,0.0025,0.0091688712522045
flink,cross,bge-small,recent,diff_qcomments_file_w100_recent,diff,comments,file,w100,0.0059816406587239,0.0144365079365079,0.01,0.0054545454545454,0.005,0.0067045454545454,0.004,0.0070616883116883,0.0034999999999999,0.0074078718349551
flink,cross,bge-small,recent,diff_qtitle_module_w100_recent,diff,title,module,w100,0.331401242441421,0.4120535714285714,0.275,0.173047619047619,0.1899999999999999,0.3485119047619047,0.157,0.4723154761904762,0.1155,0.6810773809523809
flink,cross,bge-small,recent,diff_qdesc_module_w100_recent,diff,desc,module,w100,0.3350577380952381,0.4104801587301587,0.265,0.1709642857142857,0.1883333333333333,0.3666785714285714,0.153,0.4651904761904762,0.1155,0.6731607142857143
