project,task_unit,model,split_strategy,experiment_id,source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
sonar,ticket,bge-small,modn,comments_module_w1000_modn,comments,module,w1000,0.4440856812169312,0.4918670634920634,0.245,0.17475,0.2616666666666666,0.5735833333333332,0.193,0.6731666666666666,0.131,0.8686666666666667
sonar,ticket,bge-small,modn,title_file_all_modn,title,file,all,0.0506210918388165,0.1284861111111111,0.09,0.0250484429898623,0.06,0.0471263460809233,0.0559999999999999,0.0632347455518228,0.048,0.0908034111634804
sonar,ticket,bge-small,modn,title_module_all_modn,title,module,all,0.3033345238095238,0.3386190476190476,0.16,0.09725,0.17,0.3335833333333333,0.147,0.4839166666666666,0.1165,0.7513333333333333
sonar,ticket,bge-small,modn,desc_file_all_modn,desc,file,all,0.0497629004369772,0.170390873015873,0.12,0.0209272891308414,0.09,0.0385444964093856,0.087,0.0698834041672961,0.0684999999999999,0.1112151948450641
sonar,ticket,bge-small,modn,desc_module_all_modn,desc,module,all,0.3168047288359789,0.3590198412698413,0.18,0.10875,0.175,0.3549166666666666,0.1629999999999999,0.53125,0.1175,0.7375833333333333
sonar,ticket,bge-small,modn,comments_file_all_modn,comments,file,all,0.0535181833599048,0.1643849206349206,0.1,0.0200337776297433,0.0933333333333333,0.0530455295213865,0.089,0.0771522288899662,0.0715,0.1140620383916446
sonar,ticket,bge-small,modn,comments_module_all_modn,comments,module,all,0.3356439484126984,0.3786825396825397,0.2,0.13125,0.19,0.3896666666666666,0.1639999999999999,0.5393333333333333,0.1185,0.7498333333333334
sonar,ticket,bge-large,recent,title_file_w100_recent,title,file,w100,0.0146812092410728,0.03125,0.025,0.0109089912280701,0.0166666666666666,0.0145352167182662,0.015,0.0158797143259217,0.0095,0.0169895628107702
sonar,ticket,bge-large,recent,title_module_w100_recent,title,module,w100,0.7895766865079367,0.869172619047619,0.825,0.6884999999999999,0.3166666666666666,0.7561666666666668,0.208,0.8009166666666667,0.1355,0.9758333333333332
sonar,ticket,bge-large,recent,desc_file_w100_recent,desc,file,w100,0.0132335437314878,0.0268055555555555,0.02,0.0059089912280701,0.0183333333333333,0.0149144736842105,0.014,0.0155508373205741,0.0125,0.0204748803827751
sonar,ticket,bge-large,recent,desc_module_w100_recent,desc,module,w100,0.7978098214285714,0.8747202380952381,0.83,0.691,0.3183333333333333,0.7574166666666667,0.242,0.8800833333333332,0.135,0.9745833333333332
sonar,ticket,bge-large,recent,comments_file_w100_recent,comments,file,w100,0.0134190162907268,0.0272916666666666,0.02,0.0059089912280701,0.0183333333333333,0.0171513157894736,0.012,0.017484649122807,0.01,0.0220657894736842
sonar,ticket,bge-large,recent,comments_module_w100_recent,comments,module,w100,0.788582638888889,0.8691428571428571,0.82,0.6835,0.32,0.7599166666666666,0.206,0.7934166666666667,0.1355,0.9770833333333332
sonar,ticket,bge-large,recent,title_file_w1000_recent,title,file,w1000,0.0213327767809675,0.0455833333333333,0.04,0.0135605063795853,0.0233333333333333,0.0175649255715045,0.023,0.0250502060074428,0.0155,0.0300045520999468
sonar,ticket,bge-large,recent,title_module_w1000_recent,title,module,w1000,0.4318132936507936,0.4599305555555555,0.05,0.0320833333333333,0.3083333333333333,0.7376666666666667,0.193,0.7605,0.1215,0.8852500000000001
sonar,ticket,bge-large,recent,desc_file_w1000_recent,desc,file,w1000,0.0211233867962389,0.0396309523809523,0.035,0.0110560500515995,0.0233333333333333,0.0189156991744066,0.019,0.0273740325077399,0.0134999999999999,0.0314350705194358
sonar,ticket,bge-large,recent,desc_module_w1000_recent,desc,module,w1000,0.3529159722222222,0.3614226190476191,0.07,0.0495833333333333,0.305,0.7326666666666667,0.23,0.8496666666666667,0.1255,0.92775
sonar,ticket,bge-large,recent,comments_file_w1000_recent,comments,file,w1000,0.0275151113076809,0.044047619047619,0.035,0.0136520467836257,0.03,0.0309908625730994,0.023,0.0347331871345029,0.0139999999999999,0.0374350705194358
sonar,ticket,bge-large,recent,comments_module_w1000_recent,comments,module,w1000,0.3564740079365079,0.365625,0.08,0.0595833333333333,0.305,0.7351666666666666,0.229,0.8471666666666667,0.125,0.92525
sonar,ticket,bge-large,recent,title_file_all_recent,title,file,all,0.0048599671527303,0.0150892857142857,0.005,0.0001515151515151,0.0116666666666666,0.0051968700159489,0.012,0.0065817716640085,0.008,0.0168942716640085
sonar,ticket,bge-large,recent,title_module_all_recent,title,module,all,0.1242762896825397,0.1480892857142857,0.04,0.02625,0.0333333333333333,0.06625,0.022,0.07375,0.094,0.7501666666666666
sonar,ticket,bge-large,recent,desc_file_all_recent,desc,file,all,0.0028348762531328,0.0110555555555555,0.005,0.0002631578947368,0.0033333333333333,0.0005263157894736,0.005,0.003672149122807,0.007,0.0160873538011695
sonar,ticket,bge-large,recent,desc_module_all_recent,desc,module,all,0.0516130952380952,0.0627142857142857,0.04,0.02625,0.0283333333333333,0.0575,0.023,0.07375,0.017,0.1108333333333333
sonar,ticket,bge-large,recent,comments_file_all_recent,comments,file,all,0.0120722914187826,0.0289920634920634,0.025,0.0095813397129186,0.0116666666666666,0.0099960127591706,0.0069999999999999,0.0099960127591706,0.0075,0.0227182349813928
sonar,ticket,bge-large,recent,comments_module_all_recent,comments,module,all,0.1126932539682539,0.1377638888888889,0.045,0.0275,0.0283333333333333,0.0575,0.021,0.07,0.09,0.721
sonar,ticket,bge-large,modn,title_file_w100_modn,title,file,w100,0.0006283489096573,0.0030833333333333,0.0,0.0,0.0,0.0,0.002,0.0010467289719626,0.0015,0.0035467289719626
sonar,ticket,bge-large,modn,title_module_w100_modn,title,module,w100,0.2555819444444445,0.3057916666666667,0.125,0.0632499999999999,0.0866666666666666,0.1310833333333333,0.204,0.731,0.1325,0.8645833333333335
sonar,ticket,bge-large,modn,desc_file_w100_modn,desc,file,w100,0.0002655763239875,0.0029166666666666,0.0,0.0,0.0016666666666666,4.672897196261682e-05,0.002,0.0010467289719626,0.001,0.0010467289719626
sonar,ticket,bge-large,modn,desc_module_w100_modn,desc,module,w100,0.2568598875661376,0.3067083333333333,0.12,0.0640833333333333,0.0866666666666666,0.1325833333333333,0.203,0.7284999999999999,0.133,0.8831666666666667
sonar,ticket,bge-large,modn,comments_file_w100_modn,comments,file,w100,0.0027,0.0034999999999999,0.0,0.0,0.0016666666666666,0.005,0.002,0.006,0.001,0.006
sonar,ticket,bge-large,modn,comments_module_w100_modn,comments,module,w100,0.2498225198412699,0.3004861111111112,0.11,0.0540833333333333,0.0916666666666666,0.1410833333333333,0.202,0.721,0.1315,0.8773333333333333
sonar,ticket,bge-large,modn,title_file_w1000_modn,title,file,w1000,0.0070134567219264,0.0524285714285714,0.05,0.0046398030187223,0.0233333333333333,0.0062524979504962,0.018,0.0074303095006482,0.0125,0.0091607613021951
sonar,ticket,bge-large,modn,title_module_w1000_modn,title,module,w1000,0.4117962962962963,0.4579722222222221,0.195,0.1276666666666666,0.2566666666666666,0.5575833333333333,0.192,0.67,0.127,0.8339166666666666
sonar,ticket,bge-large,modn,desc_file_w1000_modn,desc,file,w1000,0.0068778791003827,0.061625,0.045,0.0029132436007436,0.0333333333333333,0.0057217928414736,0.031,0.0088907398242933,0.0225,0.0179933219527046
sonar,ticket,bge-large,modn,desc_module_w1000_modn,desc,module,w1000,0.4521715277777777,0.5027837301587301,0.275,0.20475,0.2583333333333333,0.562,0.198,0.6944166666666667,0.13,0.8628333333333333
sonar,ticket,bge-large,modn,comments_file_w1000_modn,comments,file,w1000,0.0110720873630881,0.0670753968253968,0.045,0.0030412663603453,0.0383333333333333,0.0083146060494184,0.038,0.0114568251765629,0.0315,0.022174231245456
sonar,ticket,bge-large,modn,comments_module_w1000_modn,comments,module,w1000,0.4589596891534391,0.5092837301587302,0.265,0.19475,0.2783333333333334,0.5973333333333334,0.2,0.6916666666666668,0.129,0.8555833333333334
sonar,ticket,bge-large,modn,title_file_all_modn,title,file,all,0.051941433015426,0.1468650793650793,0.095,0.0201066335915312,0.0816666666666666,0.0557061100166655,0.071,0.06963573455879,0.0565,0.0991316340296895
sonar,ticket,bge-large,modn,title_module_all_modn,title,module,all,0.3249611441798942,0.369204365079365,0.2,0.1214166666666666,0.1816666666666666,0.352,0.1609999999999999,0.5175,0.12,0.7738333333333333
sonar,ticket,bge-large,modn,desc_file_all_modn,desc,file,all,0.0627484773728874,0.1680396825396825,0.105,0.0236418884543884,0.0916666666666666,0.0544615467518791,0.084,0.0840527007484138,0.072,0.1303457995139306
sonar,ticket,bge-large,modn,desc_module_all_modn,desc,module,all,0.3392357804232804,0.3774940476190476,0.2,0.13,0.1866666666666666,0.3789166666666667,0.17,0.5490833333333334,0.121,0.7735
sonar,ticket,bge-large,modn,comments_file_all_modn,comments,file,all,0.0745386026191514,0.1795853174603174,0.1,0.0271572119572691,0.1033333333333333,0.0694015004796237,0.098,0.0958653210673605,0.0745,0.1463315848370617
sonar,ticket,bge-large,modn,comments_module_all_modn,comments,module,all,0.3666367063492063,0.4198988095238096,0.24,0.1516666666666666,0.2,0.3975833333333333,0.175,0.5779166666666666,0.124,0.7802500000000001
spark,commit,bge-small,recent,title_file_w100_recent,title,file,w100,0.0827310067988639,0.1469365079365079,0.11,0.0453959235209235,0.08,0.0781258091758091,0.065,0.0976175995925995,0.045,0.1223422943422943
spark,commit,bge-small,recent,title_module_w100_recent,title,module,w100,0.7475099206349206,0.7729424603174603,0.66,0.5858333333333333,0.32,0.7970833333333335,0.216,0.8875,0.119,0.9675
spark,commit,bge-small,recent,desc_file_w100_recent,desc,file,w100,0.0910186106840007,0.1738174603174603,0.13,0.0478551587301587,0.09,0.0852444277944278,0.071,0.1150770737520737,0.048,0.142891165135244
spark,commit,bge-small,recent,desc_module_w100_recent,desc,module,w100,0.755875,0.7876150793650794,0.675,0.58625,0.335,0.83625,0.215,0.8883333333333333,0.1185,0.9675
spark,commit,bge-small,recent,diff_file_w100_recent,diff,file,w100,0.0904695491491661,0.1713253968253968,0.13,0.0490199314574314,0.0883333333333333,0.0868317293817293,0.068,0.1061593248343248,0.0484999999999999,0.1398649746590536
spark,commit,bge-small,recent,diff_module_w100_recent,diff,module,w100,0.7365039682539682,0.7714841269841269,0.645,0.55625,0.3283333333333333,0.8245833333333334,0.214,0.8891666666666665,0.1185,0.9675
spark,commit,bge-small,recent,title_file_w1000_recent,title,file,w1000,0.1646696223950336,0.2618134920634921,0.16,0.0668602552418341,0.14,0.1781282006222795,0.111,0.2215962389653179,0.084,0.3078094845351424
spark,commit,bge-small,recent,title_module_w1000_recent,title,module,w1000,0.7364642857142857,0.7517718253968255,0.625,0.5616666666666666,0.325,0.8241666666666666,0.215,0.8845833333333334,0.121,0.98375
spark,commit,bge-small,recent,desc_file_w1000_recent,desc,file,w1000,0.1837163893162106,0.3011607142857143,0.2,0.0754360469426258,0.17,0.1922822204762994,0.1369999999999999,0.245502804059383,0.102,0.3299631916858696
spark,commit,bge-small,recent,desc_module_w1000_recent,desc,module,w1000,0.764437996031746,0.781186507936508,0.655,0.5783333333333334,0.345,0.8591666666666665,0.228,0.93625,0.1215,0.9816666666666666
spark,commit,bge-small,recent,diff_file_w1000_recent,diff,file,w1000,0.2035202242254708,0.3179146825396825,0.21,0.0884568802759592,0.185,0.220087776031855,0.147,0.2703599469165259,0.106,0.350416608882708
spark,commit,bge-small,recent,diff_module_w1000_recent,diff,module,w1000,0.7542455357142858,0.7683174603174604,0.65,0.5783333333333333,0.3283333333333333,0.8208333333333334,0.226,0.93125,0.122,0.9833333333333332
spark,commit,bge-small,recent,title_file_all_recent,title,file,all,0.1334597206272566,0.2232857142857142,0.12,0.057323593073593,0.1133333333333333,0.1478510622635622,0.107,0.2307722609913399,0.0725,0.2821975296041085
spark,commit,bge-small,recent,title_module_all_recent,title,module,all,0.587015873015873,0.626204365079365,0.515,0.4558333333333333,0.245,0.6254166666666666,0.175,0.7379166666666667,0.104,0.8508333333333334
spark,commit,bge-small,recent,desc_file_all_recent,desc,file,all,0.2003202517709456,0.3221825396825397,0.215,0.1009743861618861,0.1716666666666666,0.2119229385258797,0.136,0.2594003549907961,0.1035,0.3576485559735172
spark,commit,bge-small,recent,desc_module_all_recent,desc,module,all,0.6661815476190476,0.6977460317460317,0.585,0.515,0.2783333333333333,0.7116666666666666,0.195,0.82375,0.1125,0.9191666666666668
spark,commit,bge-small,recent,diff_file_all_recent,diff,file,all,0.1933891723392234,0.311297619047619,0.205,0.0953245845745845,0.16,0.2013413028413028,0.141,0.2717682503307503,0.102,0.3509158933658547
spark,commit,bge-small,recent,diff_module_all_recent,diff,module,all,0.6269702380952381,0.6614027777777778,0.545,0.475,0.2616666666666666,0.6708333333333334,0.188,0.7808333333333333,0.111,0.9091666666666668
spark,commit,bge-small,modn,title_file_w100_modn,title,file,w100,0.0237207341269841,0.0546170634920634,0.04,0.0148809523809523,0.0233333333333333,0.0270535714285714,0.015,0.028720238095238,0.0115,0.04625
spark,commit,bge-small,modn,title_module_w100_modn,title,module,w100,0.579151565255732,0.6243095238095238,0.515,0.4390555555555556,0.2583333333333333,0.6292698412698413,0.1909999999999999,0.7462539682539682,0.108,0.8015992063492063
spark,commit,bge-small,modn,desc_file_w100_modn,desc,file,w100,0.027390873015873,0.0595555555555555,0.045,0.0155059523809523,0.0266666666666666,0.0303869047619047,0.018,0.0378869047619047,0.011,0.0445535714285714
spark,commit,bge-small,modn,desc_module_w100_modn,desc,module,w100,0.5718191137566138,0.6305952380952381,0.52,0.4335198412698413,0.255,0.6252341269841271,0.186,0.7253015873015873,0.107,0.799218253968254
spark,commit,bge-small,modn,diff_file_w100_modn,diff,file,w100,0.0259861111111111,0.0584285714285714,0.045,0.014672619047619,0.025,0.0245535714285714,0.019,0.0395535714285714,0.012,0.0478869047619047
spark,commit,bge-small,modn,diff_module_w100_modn,diff,module,w100,0.5777476851851852,0.6317321428571429,0.515,0.4351865079365079,0.2633333333333333,0.645234126984127,0.186,0.7295873015873017,0.1065,0.7986626984126985
spark,commit,bge-small,modn,title_file_w1000_modn,title,file,w1000,0.0507685185185185,0.1282499999999999,0.085,0.0234325396825396,0.0583333333333333,0.0537103174603174,0.0519999999999999,0.0779662698412698,0.031,0.0942162698412698
spark,commit,bge-small,modn,title_module_w1000_modn,title,module,w1000,0.5755626102292769,0.6142519841269841,0.48,0.3961388888888889,0.2733333333333334,0.6518333333333334,0.192,0.7317698412698413,0.1165,0.8543571428571428
spark,commit,bge-small,modn,desc_file_w1000_modn,desc,file,w1000,0.0556946428571428,0.1338869047619047,0.1,0.0335496031746031,0.0616666666666666,0.0603388888888888,0.043,0.0676603174603174,0.029,0.095715873015873
spark,commit,bge-small,modn,desc_module_w1000_modn,desc,module,w1000,0.5981536816578482,0.6490674603174602,0.53,0.4386388888888888,0.2766666666666666,0.6518809523809524,0.199,0.7586150793650793,0.1145,0.8455873015873016
spark,commit,bge-small,modn,diff_file_w1000_modn,diff,file,w1000,0.0603443452380952,0.134359126984127,0.095,0.0328353174603174,0.0616666666666666,0.0643055555555555,0.045,0.0807936507936507,0.031,0.1059123015873016
spark,commit,bge-small,modn,diff_module_w1000_modn,diff,module,w1000,0.5942581790123457,0.6432976190476191,0.535,0.4411388888888888,0.2766666666666666,0.6493809523809523,0.19,0.7204007936507937,0.116,0.8518571428571429
spark,commit,bge-small,modn,title_file_all_modn,title,file,all,0.200720565162635,0.3289960317460317,0.23,0.1037902585765489,0.1733333333333333,0.1950255015593725,0.148,0.2603937171251687,0.1085,0.3522017560396592
spark,commit,bge-small,modn,title_module_all_modn,title,module,all,0.6132840608465608,0.6715257936507936,0.56,0.4743333333333334,0.27,0.6693333333333333,0.185,0.7565833333333333,0.111,0.8710277777777778
spark,commit,bge-small,modn,desc_file_all_modn,desc,file,all,0.2549678568865636,0.4094047619047619,0.295,0.1193896453009356,0.2266666666666666,0.2406213168551878,0.187,0.3122934645999162,0.1395,0.4465683505562537
spark,commit,bge-small,modn,desc_module_all_modn,desc,module,all,0.6029723481985387,0.6524880952380953,0.52,0.435047619047619,0.2716666666666666,0.6581031746031747,0.192,0.7503452380952382,0.119,0.9003293650793651
spark,commit,bge-small,modn,diff_file_all_modn,diff,file,all,0.2620440497248101,0.4170555555555555,0.305,0.1355702008564911,0.2366666666666666,0.2668153644742354,0.187,0.3243680677745193,0.135,0.422094937857841
spark,commit,bge-small,modn,diff_module_all_modn,diff,module,all,0.5948281997984379,0.6467380952380952,0.525,0.4450476190476191,0.265,0.646436507936508,0.184,0.7382420634920634,0.115,0.8605873015873016
spark,commit,bge-large,recent,title_file_w100_recent,title,file,w100,0.0935343091538815,0.1778154761904762,0.14,0.0554680389055389,0.0916666666666666,0.0915490234615234,0.064,0.1039835794460794,0.045,0.1258227141417931
spark,commit,bge-large,recent,title_module_w100_recent,title,module,w100,0.7646765873015873,0.7903234126984126,0.69,0.60375,0.3283333333333333,0.8175,0.22,0.9020833333333332,0.119,0.9641666666666666
spark,commit,bge-large,recent,desc_file_w100_recent,desc,file,w100,0.0857065883683317,0.1686011904761905,0.115,0.0379282661782661,0.095,0.1018840523215523,0.066,0.106271386083886,0.0455,0.1335684392500181
spark,commit,bge-large,recent,desc_module_w100_recent,desc,module,w100,0.7826011904761905,0.8141785714285714,0.715,0.62375,0.3366666666666666,0.8479166666666668,0.22,0.9141666666666668,0.1205,0.9791666666666664
spark,commit,bge-large,recent,diff_file_w100_recent,diff,file,w100,0.0860357027525667,0.1725932539682539,0.12,0.0402189407814407,0.0883333333333333,0.0914516028266028,0.068,0.1108042143667143,0.049,0.1410012675328464
spark,commit,bge-large,recent,diff_module_w100_recent,diff,module,w100,0.7804682539682539,0.8110555555555555,0.715,0.62625,0.3383333333333332,0.8529166666666668,0.218,0.9008333333333334,0.12,0.9766666666666666
spark,commit,bge-large,recent,title_file_w1000_recent,title,file,w1000,0.1753539481938377,0.2820357142857143,0.18,0.0821890236956026,0.1516666666666666,0.1912337100468679,0.1209999999999999,0.2332458273589852,0.0875,0.3051172833370201
spark,commit,bge-large,recent,title_module_w1000_recent,title,module,w1000,0.7330153769841269,0.7545257936507938,0.635,0.5616666666666666,0.3266666666666666,0.8129166666666667,0.222,0.9129166666666668,0.1195,0.9666666666666666
spark,commit,bge-large,recent,desc_file_w1000_recent,desc,file,w1000,0.2059762561846229,0.3548234126984127,0.25,0.0944383016323805,0.1866666666666666,0.2154489482400473,0.149,0.2686562775039555,0.1045,0.3506757563359343
spark,commit,bge-large,recent,desc_module_w1000_recent,desc,module,w1000,0.7912460317460318,0.8101904761904761,0.71,0.6241666666666668,0.3466666666666666,0.8595833333333333,0.231,0.9441666666666668,0.122,0.9904166666666666
spark,commit,bge-large,recent,diff_file_w1000_recent,diff,file,w1000,0.2246194482260387,0.3689900793650794,0.26,0.1095598839973839,0.1966666666666666,0.2304382500418491,0.158,0.2907774896251676,0.1125,0.3772497642724423
spark,commit,bge-large,recent,diff_module_w1000_recent,diff,module,w1000,0.7846403769841271,0.8044146825396825,0.7,0.6191666666666665,0.3416666666666666,0.8625,0.228,0.9325,0.122,0.9904166666666666
spark,commit,bge-large,recent,title_file_all_recent,title,file,all,0.1678869547855871,0.2760178571428571,0.17,0.0858841991341991,0.145,0.2029219402160191,0.112,0.2441388458424449,0.08,0.3083272162873943
spark,commit,bge-large,recent,title_module_all_recent,title,module,all,0.6218480489417989,0.6604484126984127,0.555,0.4970833333333332,0.265,0.6854166666666666,0.1809999999999999,0.7654166666666665,0.1065,0.8679166666666667
spark,commit,bge-large,recent,desc_file_all_recent,desc,file,all,0.2212312551834832,0.3675,0.275,0.1266670268545268,0.1866666666666666,0.2140086694616106,0.146,0.2737660439071429,0.113,0.3725089666155068
spark,commit,bge-large,recent,desc_module_all_recent,desc,module,all,0.6912063492063493,0.7184067460317459,0.59,0.5279166666666667,0.305,0.7791666666666667,0.205,0.8516666666666666,0.1145,0.9329166666666668
spark,commit,bge-large,recent,diff_file_all_recent,diff,file,all,0.2299039956443524,0.3717242063492063,0.25,0.1187124813999814,0.195,0.231517263864284,0.151,0.2860419277455268,0.1215,0.4088024370339772
spark,commit,bge-large,recent,diff_module_all_recent,diff,module,all,0.7000932539682541,0.727642857142857,0.615,0.5479166666666666,0.3,0.765,0.205,0.8458333333333333,0.115,0.9345833333333334
spark,commit,bge-large,modn,title_file_w100_modn,title,file,w100,0.0255221088435374,0.0585059523809523,0.04,0.016547619047619,0.025,0.0289285714285714,0.017,0.0339285714285714,0.011,0.0414583333333333
spark,commit,bge-large,modn,title_module_w100_modn,title,module,w100,0.5859581128747796,0.6367936507936507,0.535,0.4497698412698412,0.2666666666666666,0.6363650793650794,0.1879999999999999,0.7350039682539682,0.1065,0.794218253968254
spark,commit,bge-large,modn,desc_file_w100_modn,desc,file,w100,0.0318587962962962,0.0698055555555555,0.06,0.0245535714285714,0.0283333333333333,0.0320535714285714,0.018,0.033720238095238,0.012,0.0464583333333333
spark,commit,bge-large,modn,desc_module_w100_modn,desc,module,w100,0.5869742063492063,0.6388373015873016,0.54,0.4573888888888888,0.255,0.6198174603174603,0.186,0.7170873015873016,0.107,0.8011626984126985
spark,commit,bge-large,modn,diff_file_w100_modn,diff,file,w100,0.0310601851851851,0.0663253968253968,0.06,0.0245535714285714,0.0233333333333333,0.028720238095238,0.018,0.0353869047619047,0.012,0.04625
spark,commit,bge-large,modn,diff_module_w100_modn,diff,module,w100,0.5876279761904761,0.639781746031746,0.54,0.4573888888888888,0.2583333333333333,0.622734126984127,0.1889999999999999,0.7295873015873017,0.1065,0.7986626984126985
spark,commit,bge-large,modn,title_file_w1000_modn,title,file,w1000,0.0561033399470899,0.1263948412698412,0.08,0.0282222222222222,0.0633333333333333,0.0681607142857142,0.048,0.0782638888888889,0.0309999999999999,0.1030039682539682
spark,commit,bge-large,modn,title_module_w1000_modn,title,module,w1000,0.6340664840010077,0.673609126984127,0.56,0.4776388888888888,0.29,0.6902142857142857,0.1989999999999999,0.7610674603174603,0.1175,0.8601904761904763
spark,commit,bge-large,modn,desc_file_w1000_modn,desc,file,w1000,0.0667824074074074,0.1426388888888889,0.11,0.0453948412698412,0.065,0.0677996031746031,0.052,0.087140873015873,0.0295,0.0971011904761905
spark,commit,bge-large,modn,desc_module_w1000_modn,desc,module,w1000,0.6418038800705468,0.6946706349206349,0.595,0.4947698412698412,0.2916666666666667,0.6948452380952381,0.1969999999999999,0.7608174603174603,0.115,0.8507261904761905
spark,commit,bge-large,modn,diff_file_w1000_modn,diff,file,w1000,0.0747771164021164,0.1587757936507936,0.125,0.0540674603174603,0.0683333333333333,0.0736805555555555,0.051,0.089640873015873,0.0334999999999999,0.1146904761904761
spark,commit,bge-large,modn,diff_module_w1000_modn,diff,module,w1000,0.6307699514991181,0.6787876984126985,0.575,0.4781031746031746,0.285,0.6695595238095238,0.198,0.7656984126984128,0.1144999999999999,0.8461428571428571
spark,commit,bge-large,modn,title_file_all_modn,title,file,all,0.2391949316162872,0.3806884920634921,0.275,0.1243281373644276,0.2,0.236581057114928,0.164,0.2934433202997719,0.122,0.3972311211190243
spark,commit,bge-large,modn,title_module_all_modn,title,module,all,0.6287789682539683,0.687954365079365,0.575,0.4826666666666666,0.275,0.684888888888889,0.187,0.7547777777777779,0.1145,0.8822142857142856
spark,commit,bge-large,modn,desc_file_all_modn,desc,file,all,0.2900142848137951,0.435531746031746,0.32,0.1523003595866499,0.2466666666666666,0.2774863962202672,0.19,0.3345986233300749,0.143,0.4578399595028626
spark,commit,bge-large,modn,desc_module_all_modn,desc,module,all,0.6245985827664399,0.6667361111111112,0.525,0.441297619047619,0.285,0.6940952380952381,0.1989999999999999,0.7833174603174604,0.1205,0.9119960317460316
spark,commit,bge-large,modn,diff_file_all_modn,diff,file,all,0.2840424395900154,0.4334940476190476,0.335,0.1540146453009356,0.2366666666666666,0.2734701263789973,0.191,0.3438129090443606,0.1385,0.4413028743657776
spark,commit,bge-large,modn,diff_module_all_modn,diff,module,all,0.6212193342151676,0.6654424603174602,0.525,0.438797619047619,0.285,0.6914365079365079,0.201,0.7910674603174604,0.1205,0.9089206349206348
spark,ticket,bge-small,recent,title_file_w100_recent,title,file,w100,0.0598650641866634,0.1386924603174603,0.1,0.0356027586996337,0.0633333333333333,0.0606310729099332,0.057,0.0909034068260171,0.0355,0.1051631801045404
spark,ticket,bge-small,recent,title_module_w100_recent,title,module,w100,0.5304013227513228,0.5783988095238095,0.4,0.3341666666666666,0.2516666666666667,0.6189166666666667,0.175,0.7074166666666667,0.119,0.9131666666666668
spark,ticket,bge-small,recent,desc_file_w100_recent,desc,file,w100,0.0571963360291669,0.1309821428571428,0.095,0.0385253777472527,0.0616666666666666,0.0580872138278388,0.047,0.0715184638278388,0.035,0.0980925551776654
spark,ticket,bge-small,recent,desc_module_w100_recent,desc,module,w100,0.5501484126984127,0.6005595238095238,0.415,0.3470833333333333,0.2666666666666666,0.6509999999999999,0.2,0.7857499999999998,0.118,0.9059166666666668
spark,ticket,bge-small,recent,comments_file_w100_recent,comments,file,w100,0.0593513239595041,0.1294563492063491,0.09,0.0391944253663003,0.0633333333333333,0.0650893146681749,0.05,0.0812226708952812,0.035,0.1020234233991587
spark,ticket,bge-small,recent,comments_module_w100_recent,comments,module,w100,0.5242736441798941,0.5707242063492063,0.38,0.3191666666666666,0.255,0.6304166666666667,0.1929999999999999,0.76225,0.118,0.90275
spark,ticket,bge-small,recent,title_file_w1000_recent,title,file,w1000,0.1356710883497582,0.2341428571428571,0.155,0.0722409401260504,0.115,0.1362464238580047,0.105,0.1955333841651856,0.0735,0.2467703993558773
spark,ticket,bge-small,recent,title_module_w1000_recent,title,module,w1000,0.6121621031746032,0.6564126984126983,0.5,0.4191666666666666,0.295,0.7134999999999999,0.201,0.7968333333333333,0.119,0.9075833333333332
spark,ticket,bge-small,recent,desc_file_w1000_recent,desc,file,w1000,0.162789817540171,0.2674404761904762,0.18,0.0825572916666666,0.1383333333333333,0.1770673770469726,0.1139999999999999,0.2233548354166081,0.0825,0.2811654311933804
spark,ticket,bge-small,recent,desc_module_w1000_recent,desc,module,w1000,0.6099176587301588,0.651015873015873,0.48,0.3941666666666667,0.295,0.6980833333333334,0.208,0.8114166666666667,0.123,0.93825
spark,ticket,bge-small,recent,comments_file_w1000_recent,comments,file,w1000,0.1746737426589225,0.2913571428571428,0.21,0.0976367734593837,0.1466666666666666,0.1793561697990006,0.11,0.2186817253096665,0.0835,0.3086081945148121
spark,ticket,bge-small,recent,comments_module_w1000_recent,comments,module,w1000,0.6473744047619049,0.6935972222222222,0.535,0.4441666666666667,0.3,0.7239166666666667,0.214,0.8430833333333334,0.1255,0.9534166666666668
spark,ticket,bge-small,recent,title_file_all_recent,title,file,all,0.1126681574132727,0.1813373015873016,0.085,0.0258242540494458,0.115,0.1206262055497429,0.1,0.1895013893732723,0.0715,0.2627414697532504
spark,ticket,bge-small,recent,title_module_all_recent,title,module,all,0.4883551917989418,0.5415059523809523,0.37,0.3004166666666666,0.2383333333333333,0.5780833333333333,0.175,0.6961666666666667,0.1075,0.8325833333333332
spark,ticket,bge-small,recent,desc_file_all_recent,desc,file,all,0.1490605938250858,0.2080396825396825,0.1,0.0520749999999999,0.1116666666666666,0.1441514686853002,0.1,0.2021988693797676,0.087,0.3405907379882124
spark,ticket,bge-small,recent,desc_module_all_recent,desc,module,all,0.5536461640211641,0.6034325396825397,0.46,0.39375,0.2466666666666666,0.6043333333333334,0.181,0.7284999999999999,0.1125,0.8739166666666667
spark,ticket,bge-small,recent,comments_file_all_recent,comments,file,all,0.1460431990206558,0.2372023809523809,0.135,0.0574738076208744,0.1183333333333333,0.1478968711941298,0.11,0.2143026967970222,0.0855,0.3022912490580249
