model,split_strategy,experiment_id,train_source,query_source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
bge-small,modn,diff_qdesc_module_w1000_modn,diff,desc,module,w1000,0.7055418650793652,0.7351448412698411,0.57,0.43241666666666667,0.39166666666666666,0.8365,0.267,0.9278333333333333,0.14350000000000002,0.9825
bge-small,modn,diff_qcomments_module_w1000_modn,diff,comments,module,w1000,0.6752363095238095,0.701888888888889,0.525,0.3974166666666667,0.38,0.8016666666666665,0.266,0.9203333333333333,0.1435,0.9825
bge-small,modn,title_qtitle_file_all_modn,title,title,file,all,0.31767923280423277,0.4028214285714286,0.32,0.2108948412698413,0.19333333333333333,0.33185912698412695,0.139,0.38493452380952375,0.08899999999999998,0.4824206349206349
bge-small,modn,title_qdesc_file_all_modn,title,desc,file,all,0.3153992465041572,0.39921230158730153,0.325,0.22059722222222222,0.1733333333333333,0.32708531746031744,0.12899999999999998,0.3845773809523809,0.085,0.46245039682539685
bge-small,modn,title_qcomments_file_all_modn,title,comments,file,all,0.2498751558956916,0.3213789682539682,0.245,0.1756666666666667,0.1383333333333333,0.27444642857142854,0.1,0.3106190476190476,0.0675,0.3943095238095238
bge-small,modn,title_qtitle_module_all_modn,title,title,module,all,0.6392621031746032,0.6733650793650793,0.485,0.366,0.34,0.7384166666666667,0.24,0.8575,0.1395,0.9732500000000001
bge-small,modn,title_qdesc_module_all_modn,title,desc,module,all,0.6298881283068783,0.6704404761904762,0.5,0.3872499999999999,0.3183333333333333,0.6965833333333333,0.23600000000000002,0.84525,0.139,0.9715833333333334
bge-small,modn,title_qcomments_module_all_modn,title,comments,module,all,0.5738336309523809,0.6154861111111112,0.44,0.34808333333333336,0.28833333333333333,0.63825,0.21799999999999997,0.7906666666666666,0.138,0.9682499999999998
bge-small,modn,desc_qtitle_file_all_modn,desc,title,file,all,0.2977831254724112,0.38220238095238096,0.295,0.19131150793650797,0.175,0.3094186507936508,0.133,0.3831785714285714,0.0855,0.46937103174603173
bge-small,modn,desc_qdesc_file_all_modn,desc,desc,file,all,0.3245605725623583,0.41041269841269845,0.31,0.20208531746031747,0.19333333333333333,0.35833531746031744,0.14100000000000001,0.4150535714285714,0.09399999999999999,0.5110198412698412
bge-small,modn,desc_qcomments_file_all_modn,desc,comments,file,all,0.28956599584278153,0.38198015873015867,0.285,0.1769464285714286,0.17666666666666664,0.3221964285714286,0.127,0.3720178571428572,0.0825,0.47172023809523805
bge-small,modn,desc_qtitle_module_all_modn,desc,title,module,all,0.673377380952381,0.7266646825396826,0.6,0.4685,0.31,0.6915833333333333,0.22699999999999998,0.8313333333333333,0.14150000000000001,0.98175
bge-small,modn,desc_qdesc_module_all_modn,desc,desc,module,all,0.6149777777777777,0.6612797619047619,0.495,0.3685,0.30666666666666664,0.671,0.225,0.8192499999999999,0.14,0.9771666666666667
bge-small,modn,desc_qcomments_module_all_modn,desc,comments,module,all,0.5632007936507937,0.609109126984127,0.42,0.30516666666666664,0.29333333333333333,0.6374166666666666,0.213,0.7788333333333334,0.139,0.9775833333333332
bge-small,modn,diff_qtitle_file_all_modn,diff,title,file,all,0.32651250000000004,0.41169246031746026,0.325,0.21486309523809524,0.195,0.3568769841269841,0.142,0.40766071428571427,0.0885,0.4743551587301587
bge-small,modn,diff_qdesc_file_all_modn,diff,desc,file,all,0.3618982473544973,0.44289880952380956,0.335,0.22914880952380956,0.20666666666666664,0.37906150793650795,0.158,0.46368452380952374,0.09900000000000002,0.5512123015873016
bge-small,modn,diff_qcomments_file_all_modn,diff,comments,file,all,0.3101571428571429,0.3787142857142857,0.285,0.20039880952380953,0.17666666666666664,0.3208452380952381,0.13099999999999998,0.390579365079365,0.085,0.4801626984126985
bge-small,modn,diff_qtitle_module_all_modn,diff,title,module,all,0.6028480158730158,0.6295337301587302,0.42,0.31625,0.33166666666666667,0.7145,0.24600000000000002,0.8654166666666667,0.14250000000000002,0.9854999999999999
bge-small,modn,diff_qdesc_module_all_modn,diff,desc,module,all,0.6156140873015873,0.6490039682539682,0.45,0.3501666666666667,0.31166666666666665,0.6949166666666667,0.244,0.8591666666666665,0.14300000000000002,0.99275
bge-small,modn,diff_qcomments_module_all_modn,diff,comments,module,all,0.570520634920635,0.593763888888889,0.39,0.3118333333333333,0.285,0.6365833333333333,0.22700000000000004,0.8033333333333332,0.14250000000000002,0.9852500000000001
